account,token,total_internal
0x3800645f556ee583e20d6491c3a60e9c32744376,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,162467
0x55179ffefc2d49dab14ba15d25fb023408450409,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,170072
0xc1d1f253e40d2796fb652f9494f2cee8255a0a4f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,861365
0x40e652fe0ec7329dc80282a6db8f03253046efde,0xdac17f958d2ee523a2206206994597c13d831ec7,11771572
0x5292cf4e13f7ed082ec2996f8f8a549a05b2e6af,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,49943
0xaa4f23a13f25e88ba710243dd59305f382376252,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,49626
0xf1ada345a33f354e5ba0a5ba432e38d7e3fcae22,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,1
0x38f733fb3180276be19135b3878580126f32c5ab,0xdac17f958d2ee523a2206206994597c13d831ec7,17
0x6db2a4b208d03ca20bc800d42e7f42ec1e54a86b,0xdac17f958d2ee523a2206206994597c13d831ec7,489784
0x70c61c13ccef8c8a7e74933dfb037aae0c2bea31,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,212357167
0x0e4d2c272f192bcc5ef7bb3d8a09bda087652162,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,17362482
0x4dde0c41511d49e83ace51c94e668828214d9c51,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,367275
0x25f69051858d6a8f9a6e54dafb073e8ef3a94c1e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,190665
0x372c757349a5a81d8cf805f4d9cc88e8778228e6,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,245129326
0xe381ceb106717c176013adfce95f9957b5ea3da9,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,59215020
0xde33e58f056ff0f23be3ef83ab6e1e0bec95506f,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,18342
0xb75313ee4f5bab9ac4a004c430d5ea792ba27ed0,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6554301
0x1525797dc406ccacc8c044beca3611882d5bbd53,0xdac17f958d2ee523a2206206994597c13d831ec7,6080
0xc38f042ae8c77f110c33eabfaa5ed28861760ac6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,272085
0xbaec6ed4a9c3b333e1cb20c3e729d7100c85d8f1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2470924341964
0x9ada95ce2a188c51824ef76dd49850330af7545f,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,9001888
0xf092ca027a2dc87d60586c658d8279018c4a6c74,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,1260
0xad63e4d4be2229b080d20311c1402a2e45cf7e75,0xdac17f958d2ee523a2206206994597c13d831ec7,680719
0xe249d1be97f4a716cde0d7c5b6b682f491621c41,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,11846
0x02009370ff755704e9acbd96042c1ab832d6067e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,573351578
0x4c7b7ba495f6da17e3f07ab134a9c2c79df87507,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,52589784
0x71f9ccd68bf1f5f9b571f509e0765a04ca4ffad2,0xdac17f958d2ee523a2206206994597c13d831ec7,24
0x14f78bdcccd12c4f963bd0457212b3517f974b2b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,8525
0xb9f14efae1d14b6d06816b6e3a5f6e79c87232fa,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,66077286
0x734a6263fe23c1d68ec9042e03082575c34c968c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1043789
0xf9621f7598962226c397bda4c71f48bb16034fdc,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,80113019
0x575c9606cfccf6f93d2e5a0c37d2c7696bcab132,0xdac17f958d2ee523a2206206994597c13d831ec7,312428
0x5656cb4721c21e1f5dcbe03db9026ac0203d6e4f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,508883
0x9cfd5052dc827c11a6b3ab2bb5091773765ea2c8,0x6b175474e89094c44da98b954eedeac495271d0f,838765749769822737
0xd360ecb91406717ad13c4fae757b69b417e2af6b,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,43601079042266460869
0x18c6a47aca1c6a237e53ed2fc3a8fb392c97169b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,964289
0x264c1cbec44f201d0ebe67b269d16b3edc909c61,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1205786
0xd0988045f54baf8466a2ea9f097b22eeca8f7a00,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,2660000
0x7193b82899461a6ac45b528d48d74355f54e7f56,0xdac17f958d2ee523a2206206994597c13d831ec7,849458
0x5b9a2267a9e9b81fbf01ba10026fcb7b2f7304d3,0xdac17f958d2ee523a2206206994597c13d831ec7,4982
0xe63e2cdd24695464c015b2f5ef723ce17e96886b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,303966814
0xfb8a7286faba378a15f321cd82425b6b5e855b27,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,674651
0x153072c11d6dffc0f1e5489bc7c996c219668c67,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,99896408349110369
0x848ab321b59da42521d10c07c2453870b9850c8a,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,270546
0x7d6a2f6d7c2f7dd51c47b5ea9faa3ae208185ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,693171
0x2972bf9b54ac5100d747150dfd684899c0abec5e,0x6b175474e89094c44da98b954eedeac495271d0f,1311585427188993004
0x9e0cb69ae6a5ad4eb870eb18d051efe642ed7db4,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,7000799232
0x9a00beffa3fc064104b71f6b7ea93babdc44d9da,0xdac17f958d2ee523a2206206994597c13d831ec7,31818935
0x96d48b045c9f825f2999c533ad56b6b0fca91f92,0xdac17f958d2ee523a2206206994597c13d831ec7,385630
0x1083d7254e01becd64c3230612bf20e14010d646,0x6b175474e89094c44da98b954eedeac495271d0f,100000223647147414074
0x2e34723a04b9bb5938373dcfdd61410f43189246,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,1624543276804827924
0xb54f4f12c886277eef6e34b7e1c12c4647b820b2,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,7535837795
0x7d6a2f6d7c2f7dd51c47b5ea9faa3ae208185ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,8
0xe27bdf8c099934f425a1c604dfc9a82c3b3dd458,0xdac17f958d2ee523a2206206994597c13d831ec7,850312
0x144e8fe2e2052b7b6556790a06f001b56ba033b3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1635241
0xe21274b5c4cb75830f79d3a0dc38e7ee49ec5b17,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,413451
0x96d48b045c9f825f2999c533ad56b6b0fca91f92,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,14831780
0x1d58e9c7b65b4f07afb58c72d49979d2f2c7a3f7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,880842
0xe1d045be479ce7127186896a0149aac7137b455e,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,30
0xa5c9a58776682701cfd014f68ed73d1895d9b372,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,16888185
0x7377bc02c27ea5e5d370eee934de1576ee1952fe,0xdac17f958d2ee523a2206206994597c13d831ec7,335577
0xde3e4d173f754704a763d39e1dcf0a90c37ec7f0,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,118523944
0x5f37479c76f16d94afcc394b18cf0727631d8f91,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,448301
0xbf68f1ce39ed3bd9b20944260aa678bb934d164b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,266245826360123
0xc85b16c4da8d63125ecc2558938d7ef4d47eeb40,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,406600
0x44e836ebfef431e57442037b819b23fd29bc3b69,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,66899000
0x6db2a4b208d03ca20bc800d42e7f42ec1e54a86b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,404701
0xd5ae1639e5ef6ecf241389894a289a7c0c398241,0xdac17f958d2ee523a2206206994597c13d831ec7,139738
0x87263a1ac2c342a516989124d0dba63df6d0e790,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,554841
0x94784d0c083128cd90ed9abd210f16762428150a,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,21245
0xa09dea781e503b6717bc28fa1254de768c6e1c4e,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,4320234
0xcfff6932d4ada56f6f1aedaa61f6947cec95d90a,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1090297
0x8fe8686b254e6685d38eabdc88235d74bf0cbead,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,135525
0x53ba90071ff3224adca6d3c7960ad924796fed03,0xdac17f958d2ee523a2206206994597c13d831ec7,38845
0x5a7f487d4a9894583de2dbf3114f46695dd0b7f1,0xdac17f958d2ee523a2206206994597c13d831ec7,62136956
0xcb89e2300e22ec273f39e69e79e468723ad65158,0xdac17f958d2ee523a2206206994597c13d831ec7,1044081
0x8110331dbad6e7907f60b8bbb0e1a3af3ddb4bbd,0xdac17f958d2ee523a2206206994597c13d831ec7,38280
0xbe2075ac5b3d3e92293c0e3f3ea3f503f8c0354d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,811568
0xe84c01208c4868d5615fccf0b98f8c90f460d2b6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1213953
0x90fe1ad4f312dcce621389fc73a06dccfd923211,0xdac17f958d2ee523a2206206994597c13d831ec7,757835134
0xc1e03e7f928083acac4fed410cb0963ba61c8e0d,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,4320
0xad63e4d4be2229b080d20311c1402a2e45cf7e75,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,353533
0xf7d48932f456e98d2ff824e38830e8f59de13f4a,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1683270
0x69b03bfc650b8174f5887b2320338b6c29150bce,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,32219302
0xc1f80163cc753f460a190643d8fcbb7755a48409,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,596980
0x8a782809d316b5f32b9512f98368337258194006,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,149259214
0xa714b49ff1bae62e141e6a05bb10356069c31518,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,99999722
0x8e32736429d2f0a39179214c826deef5b8a37861,0xdac17f958d2ee523a2206206994597c13d831ec7,31761
0x8623b240830fd2c33b1b5c8449f98fd606de88a8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,633169
0x4888c0030b743c17c89a8af875155cf75dcfd1e1,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,52685357
0x1309df760d05a7e9ba396d9a6f8dd4305c4d25bf,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,14479188
0xa96fc7f4468359045d355c8c6eb79c03aac9fb22,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,659083
0xb57fd427c7a816853b280d8c445184e95fe8f61a,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,467147475
0x3d63719699585fd0bb308174d3f0ad8082d8c5a2,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,38404705
0x4ca3e5bdf3823febbe18f9664cded14b7243971c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2352621
0x735cab9b02fd153174763958ffb4e0a971dd7f29,0x576e2bed8f7b46d34016198911cdf9886f78bea7,10688461251947
0xbe289902a13ae7ba22524cb366b3c3666c10f38f,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,25886880082
0x9a428d7491ec6a669c7fe93e1e331fe881e9746f,0xdac17f958d2ee523a2206206994597c13d831ec7,184162
0x68e41bdd608fc5ee054615cf2d9d079f9e99c483,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1396888
0xc89a6f24b352d35e783ae7c330462a3f44242e89,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,902042
0x559fb65c37ca2f546d869b6ff03cfb22dafde9df,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,24756145
0x36a00b5b1fe482c51e726ab8f92b84499053bf7e,0xdac17f958d2ee523a2206206994597c13d831ec7,143
0xe1d045be479ce7127186896a0149aac7137b455e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,768629
0x9a428d7491ec6a669c7fe93e1e331fe881e9746f,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,37404522
0x8dbd580e34a9ae2f756f14251bff64c14d32124c,0xdac17f958d2ee523a2206206994597c13d831ec7,1653250
0x16cfa7ca52268cfc6d701b0d47f86bfc152694f3,0x6b175474e89094c44da98b954eedeac495271d0f,148997767756745300
0x4950215d3cd07a71114f2dddafa1f845c2cd5360,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,102681
0x5a34897a6c1607811ae763350839720c02107682,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,374900000
0xf9d183af486a973b7921ceb5fdc9908d12aab440,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3230259501056219173
0x5767795b4efbf06a40cb36181ac08f47cdb0fcec,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,46374703133593
0xfd446abde36c9dc02bb872303965484330eda047,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,358782830
0x08bf22fb93892583a815c598502b9b0a88124dad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,233492850694268425
0xa92ab746eac03e5ec31cd3a879014a7d1e04640c,0x77700005bea4de0a78b956517f099260c2ca9a26,9780917490084386428
0x8c35933c469406c8899882f5c2119649cd5b617f,0xdac17f958d2ee523a2206206994597c13d831ec7,1765477
0xbd3af41fca3511a04ad195de502318e625401a93,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,732000
0x08bf22fb93892583a815c598502b9b0a88124dad,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,928078
0x525fbe4bc0607933f4be05ceb22f8a4b6b01800a,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,486243
0x60fc79ec08c5386f030912f056dca91daec3a488,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,326252
0xaa4f23a13f25e88ba710243dd59305f382376252,0xdac17f958d2ee523a2206206994597c13d831ec7,649083
