account,token,stem,season,amount_balance,bdv_balance
0x30a1fbfc214d2af0a68f6652a1d18a1b71dfa9ea,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-11296,,12451424,12451424
0x30a1fbfc214d2af0a68f6652a1d18a1b71dfa9ea,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-15536,,5600720,5600720
0x30a1fbfc214d2af0a68f6652a1d18a1b71dfa9ea,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16370,,3,1
0x30a1fbfc214d2af0a68f6652a1d18a1b71dfa9ea,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33268,,800567679,178654579
0x30a1fbfc214d2af0a68f6652a1d18a1b71dfa9ea,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-14236,,3246163,3246163
0x30a1fbfc214d2af0a68f6652a1d18a1b71dfa9ea,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-11836,,13145094,13145094
0x30d3174ce04f1e48c18b1299926029568cf4e1d6,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33132,,40627375033,9680837874
0x30d3174ce04f1e48c18b1299926029568cf4e1d6,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,6911362257,1545527966
0x30d3174ce04f1e48c18b1299926029568cf4e1d6,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6336,,93739060,93739060
0x30d85f3cadca1f00f1a21b75ad92074c0504de26,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-17998,,102644565,19047206
0x30d85f3cadca1f00f1a21b75ad92074c0504de26,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,25148077,4666594
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1278,105502021,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,4978,367025782,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1277,12870640,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1076,228277677,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,2590,2614872423,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,4039,7815180552,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,646,10264769,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1593,73370539,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,647,8881580,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,1056,9803571614,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1594,94306483,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5525,829468553,1
0x3116a992ba59a1f818f69fc9c80b519c2bb915b5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,9647058294,1
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16206,,34205971,34205971
0x31188536865de4593040fafc4e175e190518e4ef,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32528000000,,4434577711,1541501962
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-14120,,2800305,2800305
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-198,,597051,597051
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,19920,,25529630,25529630
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,14340,,17640183,17640183
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,21641684727,,46895491,46895491
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6417,,14464070,14464070
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16204,,14959100,14959100
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16232,,8615080,8615080
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,18084,,22369467,22369467
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,25349682507,,6563478,6563478
0x31188536865de4593040fafc4e175e190518e4ef,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16300,,5,1
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,11106,,14245707,14245707
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-9788,,4268736,4268736
0x31188536865de4593040fafc4e175e190518e4ef,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-12056,,1853843,1853843
0x3120a7c463f7993e85ac2a40aa7b2c8a0a9acd54,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6056,4889931631,1
0x3120a7c463f7993e85ac2a40aa7b2c8a0a9acd54,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6056,45756623,1
0x3120a7c463f7993e85ac2a40aa7b2c8a0a9acd54,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6052,4890915664,1
0x3120a7c463f7993e85ac2a40aa7b2c8a0a9acd54,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,5962,4850558638,1
0x3120a7c463f7993e85ac2a40aa7b2c8a0a9acd54,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6052,578915162,1
0x3120a7c463f7993e85ac2a40aa7b2c8a0a9acd54,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,283127805,1
0x317178d5d21a6eb723c957f986a8c069da2ee215,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,2046739,1
0x317178d5d21a6eb723c957f986a8c069da2ee215,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6067,48228243,1
0x317178d5d21a6eb723c957f986a8c069da2ee215,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5560,95000000,1
0x317178d5d21a6eb723c957f986a8c069da2ee215,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5751,4134133,1
0x317178d5d21a6eb723c957f986a8c069da2ee215,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,5560,71334128,1
0x317178d5d21a6eb723c957f986a8c069da2ee215,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5905,5274257,1
0x317178d5d21a6eb723c957f986a8c069da2ee215,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5604,89412456,1
0x319c9de67c2684cfc932c54cdd4b4100d90c8d04,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,0,,45829737419,10272174590
0x31a9033e2c7231f2b3961ab8a275c69c182610b0,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1795,309862,1
0x31a9033e2c7231f2b3961ab8a275c69c182610b0,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,1897,234605614,1
0x31a9033e2c7231f2b3961ab8a275c69c182610b0,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,85293097,1
0x31a9033e2c7231f2b3961ab8a275c69c182610b0,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,2613,86183527,1
0x31a9033e2c7231f2b3961ab8a275c69c182610b0,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1794,9129760,1
0x31a9033e2c7231f2b3961ab8a275c69c182610b0,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,1896,179607145,1
0x31a9033e2c7231f2b3961ab8a275c69c182610b0,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6031,467836997,1
0x31b6394ac04693b1d3d99952c18b30fda8516e07,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,-27024,,1301595859372963412748,1314379182
0x31b6394ac04693b1d3d99952c18b30fda8516e07,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-11882,,2360996,2360996
0x31b6394ac04693b1d3d99952c18b30fda8516e07,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-8804,,2998031,2998031
0x31ca06f88438decf247dd25695d53cbe2ac539f4,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-22322,,33322837135,7487996521
0x31ca06f88438decf247dd25695d53cbe2ac539f4,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33556,,1,1
0x31ca06f88438decf247dd25695d53cbe2ac539f4,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-22546,,2,1
0x31ca06f88438decf247dd25695d53cbe2ac539f4,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,1,1
0x31deae0ddc9f0d0207d13fc56927f067f493d324,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-6004,,45571520,45571520
0x31deae0ddc9f0d0207d13fc56927f067f493d324,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-11970,,196801035,196801035
0x31deae0ddc9f0d0207d13fc56927f067f493d324,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,17808,,539250149,539250149
0x31deae0ddc9f0d0207d13fc56927f067f493d324,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16006,,93495962,93495962
0x31deae0ddc9f0d0207d13fc56927f067f493d324,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-15372,,15793109,15793109
0x31deae0ddc9f0d0207d13fc56927f067f493d324,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16282,,4352819351,976415735
0x31deae0ddc9f0d0207d13fc56927f067f493d324,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,200157651,44898965
0x31deae0ddc9f0d0207d13fc56927f067f493d324,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32832,,47869938520,16085835319
0x31deae0ddc9f0d0207d13fc56927f067f493d324,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16208,,298787580,298787580
0x31deae0ddc9f0d0207d13fc56927f067f493d324,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16216,,378017080,378017080
0x3213977900a71e183818472e795c76af8cbc3a3e,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32608,,244175768,53843050
0x3213977900a71e183818472e795c76af8cbc3a3e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,0,,2,0
0x3213977900a71e183818472e795c76af8cbc3a3e,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-14026,,23658397,23658397
0x3213977900a71e183818472e795c76af8cbc3a3e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,44484108,9884922
0x3213977900a71e183818472e795c76af8cbc3a3e,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32920,,2383895967,525671457
0x32a0d4eb7f312916473ea9bafb8db6b6f1b4c32e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,2692154057,603771209
0x32a0d4eb7f312916473ea9bafb8db6b6f1b4c32e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,0,,1,0
0x32a0d4eb7f312916473ea9bafb8db6b6f1b4c32e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16338,,4182055354,937912377
0x32a0d4eb7f312916473ea9bafb8db6b6f1b4c32e,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-36612,,25983654452,8996738382
0x32a0d4eb7f312916473ea9bafb8db6b6f1b4c32e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16526,,455603091,102178412
0x32a0d4eb7f312916473ea9bafb8db6b6f1b4c32e,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-43324,,17775119,6154565
0x32a0d4eb7f312916473ea9bafb8db6b6f1b4c32e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16416,,4053706871,909127576
0x32a0d4eb7f312916473ea9bafb8db6b6f1b4c32e,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-52384,,3364640957,1164993726
0x32a0d4eb7f312916473ea9bafb8db6b6f1b4c32e,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33052,,7438940239,2575703866
0x32a0d4eb7f312916473ea9bafb8db6b6f1b4c32e,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-52444,,3208028802,1110767382
0x32a59b87352e980dd6ab1baf462696d28e63525d,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-35276000000,,3097456364,1078481899
0x32a59b87352e980dd6ab1baf462696d28e63525d,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-13330,,1680497,1680497
0x32a59b87352e980dd6ab1baf462696d28e63525d,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-10702,,14744838,14744838
0x32a59b87352e980dd6ab1baf462696d28e63525d,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32644000000,,1918980786,668156643
0x32a59b87352e980dd6ab1baf462696d28e63525d,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33540000000,,3021603895,1052071352
0x32a59b87352e980dd6ab1baf462696d28e63525d,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16452,,6,2
0x32a59b87352e980dd6ab1baf462696d28e63525d,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,26996322110,,187666987,187666987
0x32a59b87352e980dd6ab1baf462696d28e63525d,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,11436,,67324640,67324640
0x32a59b87352e980dd6ab1baf462696d28e63525d,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33396000000,,2065889779,719307867
0x32c7006b7e287ebb972194b40135e0d15870ab5e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,618501,1
0x32c7006b7e287ebb972194b40135e0d15870ab5e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1038,496205,1
0x32ddce808c77e45411ce3bb28404499942db02a7,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,308840895,3
0x32ddce808c77e45411ce3bb28404499942db02a7,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,5998,3065021524,1
0x32ddce808c77e45411ce3bb28404499942db02a7,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,,6084,1990071138835079441,1
0x330b24c43f212ed31591914ec2bd9f6e64ff912e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,1863842854,1
0x330b24c43f212ed31591914ec2bd9f6e64ff912e,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,5993,29021154147,1
0x330b24c43f212ed31591914ec2bd9f6e64ff912e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6034,223312547,1
0x330b24c43f212ed31591914ec2bd9f6e64ff912e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6028,1509632028,1
0x330b24c43f212ed31591914ec2bd9f6e64ff912e,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6034,12559787457,1
0x33314cf610c14460d3c184a55363f51d609aa076,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6034,1,4
0x333ad4bd869b12fb3b1c883cf2f1c89b685e018c,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5939,2,2
0x333ad4bd869b12fb3b1c883cf2f1c89b685e018c,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,,8531,19811,1
0x333ce4d2eefb9c2f0e687d3aa6e96bebaac57291,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-4810,,74184500,74184500
0x334bdeaa1a66e199ce2067a205506bf72de14593,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6061,6821463131,3
0x334bdeaa1a66e199ce2067a205506bf72de14593,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,,6587,59003684,1
0x334bdeaa1a66e199ce2067a205506bf72de14593,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,,8049,1322232,1
0x334bdeaa1a66e199ce2067a205506bf72de14593,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,88936711,3
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33204000000,,9318017976,3246748170
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32832000000,,75620629236,26349073402
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32676000000,,45936014763,16005836463
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272000000,,1602853883,360490389
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33784000000,,3221059903,1122338503
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32668000000,,5016882276,1748070608
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33640000000,,3162434373,1101911161
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32576000000,,5424000579,1889925953
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32860000000,,4333353142,1509903331
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,0,,1,0
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33928000000,,3198017762,1114309753
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32960000000,,57835483108,20152059101
0x334f12f269213371fb59b328bb6e182c875e04b2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32760000000,,4465431644,1555924452
0x335750d1a6148329c3e2bcd18671cd594d383f9b,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,17641228,1
0x335750d1a6148329c3e2bcd18671cd594d383f9b,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6062,1481637593,1
0x33926984172ec1365587987f6b923b4330008154,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,,7098,13804,1
0x33926984172ec1365587987f6b923b4330008154,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,,8878,95322,1
0x33926984172ec1365587987f6b923b4330008154,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,,7527,130,1
0x339dd90e14ec35d2f74ffea7495c2fb0150af2ba,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-26344,,91379409,20473516
0x339dd90e14ec35d2f74ffea7495c2fb0150af2ba,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,741157383,166055991
0x339dd90e14ec35d2f74ffea7495c2fb0150af2ba,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,11961,,17561348,17561348
0x339dd90e14ec35d2f74ffea7495c2fb0150af2ba,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-26372,,350552126,78541051
0x33b357b809c216ca9815ff340088c11b510e3434,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1058,329442,1
0x33b357b809c216ca9815ff340088c11b510e3434,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1086,273614,1
0x33b357b809c216ca9815ff340088c11b510e3434,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1084,2157820,1
0x33b357b809c216ca9815ff340088c11b510e3434,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,273970310,1
0x33b357b809c216ca9815ff340088c11b510e3434,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1038,1,1
0x33b357b809c216ca9815ff340088c11b510e3434,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1074,166543680,1
0x33b357b809c216ca9815ff340088c11b510e3434,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,742,358194,1
0x33b357b809c216ca9815ff340088c11b510e3434,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1064,24904822,1
0x33b357b809c216ca9815ff340088c11b510e3434,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1060,30298426,1
0x33b357b809c216ca9815ff340088c11b510e3434,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,741,11647,1
0x33b357b809c216ca9815ff340088c11b510e3434,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1101,689591,1
0x340bc7511e4e6c1cdd9dcd8f02827fd08edc6fb2,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-35194000000,,1,0
0x340bc7511e4e6c1cdd9dcd8f02827fd08edc6fb2,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,21651198917,,497375953,497375953
0x340bc7511e4e6c1cdd9dcd8f02827fd08edc6fb2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-27856703262,,195739606530,66653070469
0x340bc7511e4e6c1cdd9dcd8f02827fd08edc6fb2,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33940,,1,1
0x340bc7511e4e6c1cdd9dcd8f02827fd08edc6fb2,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,1,1
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16814,,13543837326,3046336631
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-17158,,664027823,149355919
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16310,,49937031,11232046
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-36320,,20368979375,6390666139
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16428,,5004259535,1125579019
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32952,,62388853079,19574192868
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-34316,,19760832024,6199862927
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16476,,4193067326,943122269
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-17700,,261621155,58844926
0x343ee80f82440a498e48ae186e066809750a055b,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,20436,,2334619167,2334619167
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16594,,30461780702,6851591330
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,4457553610,1002611635
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-35400,,19724124882,6188346243
0x343ee80f82440a498e48ae186e066809750a055b,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32856,,30025465040,9420340570
0x344ad299696b37ab1b2d81ee19ab382d606c8b91,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,,7964,104115,1
0x344f8339533e1f5070fb1d37f1d2726d9fdaf327,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,2846,1681679226,1
0x344f8339533e1f5070fb1d37f1d2726d9fdaf327,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,1739003413,1
0x344f8339533e1f5070fb1d37f1d2726d9fdaf327,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,2047,611401323,1
0x344f8339533e1f5070fb1d37f1d2726d9fdaf327,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,4379,23718051,1
0x344f8339533e1f5070fb1d37f1d2726d9fdaf327,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,2846,147657746,1
0x344f8339533e1f5070fb1d37f1d2726d9fdaf327,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,2759,361125553,1
0x344f8339533e1f5070fb1d37f1d2726d9fdaf327,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,3217,137740,1
0x344f8339533e1f5070fb1d37f1d2726d9fdaf327,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,2759,786949859,1
0x344f8339533e1f5070fb1d37f1d2726d9fdaf327,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,2998,10817246,1
0x347a5732541d3a8d935befc6553b7355b3e9c5ad,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-21862000000,,5157786096,1159996816
0x347a5732541d3a8d935befc6553b7355b3e9c5ad,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272000000,,19189315799,4315717023
0x347a5732541d3a8d935befc6553b7355b3e9c5ad,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-55240000000,,548785115,191377052
0x347a5732541d3a8d935befc6553b7355b3e9c5ad,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,22280368523,,1837787329,1837787329
0x347a5732541d3a8d935befc6553b7355b3e9c5ad,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-25690000000,,29422411122,6617161435
0x347a5732541d3a8d935befc6553b7355b3e9c5ad,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-15794,,4807348486,4807348486
0x347a5732541d3a8d935befc6553b7355b3e9c5ad,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-22740000000,,23087954248,5192528913
0x347cc205ec065660f392fc3765822eeb76febf90,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,32315845,1
0x347cc205ec065660f392fc3765822eeb76febf90,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5349,138706340,1
0x3483a0282281768e2883c443989194259cba7eaf,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,5626,2700466464,1
0x3483a0282281768e2883c443989194259cba7eaf,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,578236478,1
0x348788ae232f4e5f009d2e0481402ce7e0d36e30,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,358348705,1
0x348788ae232f4e5f009d2e0481402ce7e0d36e30,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,2935,948338583,1
0x348788ae232f4e5f009d2e0481402ce7e0d36e30,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,3395,2869887,1
