account,token,stem,season,amount_balance,bdv_balance
0x0127f5b0e559d1c8c054d83f8f187cdfdc80b608,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6028,131220461,3
0x0127f5b0e559d1c8c054d83f8f187cdfdc80b608,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,2614,547256693,3
0x01914d6e47657d6a7893f84fc84660dc5aec08b6,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-12104,,4872575,4872575
0x01914d6e47657d6a7893f84fc84660dc5aec08b6,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-19114,,111981476,24681472
0x01914d6e47657d6a7893f84fc84660dc5aec08b6,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,0,,1,0
0x01914d6e47657d6a7893f84fc84660dc5aec08b6,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,3105,,134560000,134560000
0x01914d6e47657d6a7893f84fc84660dc5aec08b6,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,28159484,6206540
0x01914d6e47657d6a7893f84fc84660dc5aec08b6,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16204,,1391156,1391156
0x01914d6e47657d6a7893f84fc84660dc5aec08b6,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,3099,,5775393,5775393
0x01c7145c01d06a026d3dda4700b727fe62677628,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,301138184,1
0x01c7145c01d06a026d3dda4700b727fe62677628,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,2805,828241366,1
0x01c7145c01d06a026d3dda4700b727fe62677628,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,3148,4658284,1
0x01e82e6c90fa599067e1f59323064055f5007a26,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,183919949,1
0x01e82e6c90fa599067e1f59323064055f5007a26,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,2780,546133423,1
0x02009370ff755704e9acbd96042c1ab832d6067e,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16228,,4,1
0x02009370ff755704e9acbd96042c1ab832d6067e,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32468000000,,9076484069,3167703203
0x02009370ff755704e9acbd96042c1ab832d6067e,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32996000000,,195546243286,68245860001
0x0245934a930544c7046069968eb4339b03addfcf,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-28418,,2,1
0x0245934a930544c7046069968eb4339b03addfcf,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,0,,1,0
0x0255b20571acc2e1708ade387b692360537f9e89,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16442,,4252394,953947
0x0255b20571acc2e1708ade387b692360537f9e89,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16434,,25445409,5708218
0x0255b20571acc2e1708ade387b692360537f9e89,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-21816,,1388672,311523
0x0255b20571acc2e1708ade387b692360537f9e89,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,18552,,151001761,151001761
0x0255b20571acc2e1708ade387b692360537f9e89,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32884,,6017562590,2017117246
0x0255b20571acc2e1708ade387b692360537f9e89,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32868,,4815260153,1614099423
0x0255b20571acc2e1708ade387b692360537f9e89,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-21450,,29402372,6595891
0x0255b20571acc2e1708ade387b692360537f9e89,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,1159477165,260107784
0x0259d65954dfbd0735e094c9cdacc256e5a29dd4,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,2669,1450000038,1
0x0259d65954dfbd0735e094c9cdacc256e5a29dd4,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,808456122,1
0x028afa72dadb6311107c382cf87504f37f11d482,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33952,,1,1
0x028afa72dadb6311107c382cf87504f37f11d482,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,13473,,9356293292,9356293292
0x028afa72dadb6311107c382cf87504f37f11d482,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-13818,,256185277,256185277
0x028afa72dadb6311107c382cf87504f37f11d482,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-12458,,143011311,143011311
0x028afa72dadb6311107c382cf87504f37f11d482,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-9198,,9066322,9066322
0x028afa72dadb6311107c382cf87504f37f11d482,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,21326462902,4782679697
0x028afa72dadb6311107c382cf87504f37f11d482,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-15540,,754266868,754266868
0x028afa72dadb6311107c382cf87504f37f11d482,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-22760,,144632363723,32435387873
0x028afa72dadb6311107c382cf87504f37f11d482,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-21172,,111957641569,25110245597
0x028afa72dadb6311107c382cf87504f37f11d482,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-37269,,979787548571,220410318482
0x028afa72dadb6311107c382cf87504f37f11d482,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16182,,1480498946,1480498946
0x028afa72dadb6311107c382cf87504f37f11d482,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-11420,,1734764285,1734764285
0x028afa72dadb6311107c382cf87504f37f11d482,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-11192,,162863316,162863316
0x028afa72dadb6311107c382cf87504f37f11d482,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-22118,,121222546885,27187744126
0x028afa72dadb6311107c382cf87504f37f11d482,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,0,,1,0
0x028afa72dadb6311107c382cf87504f37f11d482,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16214,,13305304594,13305304594
0x028afa72dadb6311107c382cf87504f37f11d482,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,14718,,3176729876,3176729876
0x029d058cfdbe37eb93949e4143c516557b89eb3c,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,3346,1443039,1
0x029d058cfdbe37eb93949e4143c516557b89eb3c,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,785412423,1
0x029d058cfdbe37eb93949e4143c516557b89eb3c,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,3474,2255057,1
0x029d058cfdbe37eb93949e4143c516557b89eb3c,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5548,43011875,1
0x029d058cfdbe37eb93949e4143c516557b89eb3c,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,4505,13878686,1
0x029d058cfdbe37eb93949e4143c516557b89eb3c,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,3280,892261133,1
0x029d058cfdbe37eb93949e4143c516557b89eb3c,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5887,70353541,1
0x029d058cfdbe37eb93949e4143c516557b89eb3c,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5318,48827447,1
0x029d058cfdbe37eb93949e4143c516557b89eb3c,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,3346,892797718,1
0x029d058cfdbe37eb93949e4143c516557b89eb3c,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5749,81077917,1
0x02a527084f5e73af7781846762c8753acd096461,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,2819,4524682349,1
0x02a527084f5e73af7781846762c8753acd096461,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5630,215768047,1
0x02a527084f5e73af7781846762c8753acd096461,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,1551669614,1
0x02bfbb25bf8396910378bf3b3ce82c0ce6d5e61d,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32740,,15800296659,2887795813
0x02bfbb25bf8396910378bf3b3ce82c0ce6d5e61d,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,480355,89136
0x02df7e960ffda6db4030003d1784a7639947d200,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16370,,5,2
0x02df7e960ffda6db4030003d1784a7639947d200,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-39188000000,,3075412002,1074019569
0x02df7e960ffda6db4030003d1784a7639947d200,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-29236000000,,45537357617,15902914205
0x02df7e960ffda6db4030003d1784a7639947d200,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-35836000000,,31529130175,11010850832
0x02df7e960ffda6db4030003d1784a7639947d200,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32948000000,,63029475856,22011649318
0x02df7e960ffda6db4030003d1784a7639947d200,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-35824000000,,49602002217,17322401360
0x02df7e960ffda6db4030003d1784a7639947d200,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-39096000000,,3126525369,1091869781
0x02df7e960ffda6db4030003d1784a7639947d200,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-35924000000,,9871940682,3447556772
0x02fe27e7000c7b31e25e08dc3cdfde5f39d659c5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,912,2398796,1
0x02fe27e7000c7b31e25e08dc3cdfde5f39d659c5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,911,1897743,1
0x02fe27e7000c7b31e25e08dc3cdfde5f39d659c5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1064,1349520,1
0x02fe27e7000c7b31e25e08dc3cdfde5f39d659c5,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,6995922,1
0x0301871fedc523ab336535ed14b939a956c4c39f,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,37654322,1
0x0301871fedc523ab336535ed14b939a956c4c39f,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,2995,141473335,1
0x030ae585db6d5169b3594ec37c008662f2494a1d,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,,6506,3470583,1
0x030ae585db6d5169b3594ec37c008662f2494a1d,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,,6987,512119,1
0x031b8ece36b2c1f14c870421a1989aebe3d7bcfa,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,,6313,82207992,1
0x031b8ece36b2c1f14c870421a1989aebe3d7bcfa,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,1199764617,3
0x031b8ece36b2c1f14c870421a1989aebe3d7bcfa,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,5921,6904793389,3
0x031b8ece36b2c1f14c870421a1989aebe3d7bcfa,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5963,149485139,3
0x031b8ece36b2c1f14c870421a1989aebe3d7bcfa,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,5963,1025311796,3
0x03768446c681761669ab6dc721762aa065c81f26,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,2734,7118038027,1
0x03768446c681761669ab6dc721762aa065c81f26,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,3341835753,1
0x0399ecfbb2a9d0d520738b3179fa685cd5c6d692,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,,7228,20506551,1
0x0399ecfbb2a9d0d520738b3179fa685cd5c6d692,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,2756,788212169,3
0x0399ecfbb2a9d0d520738b3179fa685cd5c6d692,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,325920231,3
0x03f52a039d9665c19a771204493b53b81c9405af,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,98150190,1
0x03f52a039d9665c19a771204493b53b81c9405af,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,1531,72415687,1
0x0440bdd684444f1433f3d1e0208656abf9993c52,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,5966,3218557346,1
0x0440bdd684444f1433f3d1e0208656abf9993c52,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6006,2882747613,1
0x0440bdd684444f1433f3d1e0208656abf9993c52,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,5983,1419641024,1
0x0440bdd684444f1433f3d1e0208656abf9993c52,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,2468,181505024,1
0x0440bdd684444f1433f3d1e0208656abf9993c52,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,178201763,1
0x0440bdd684444f1433f3d1e0208656abf9993c52,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6066,895246441,1
0x0440bdd684444f1433f3d1e0208656abf9993c52,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6026,1291389914,1
0x0440bdd684444f1433f3d1e0208656abf9993c52,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,5964,1,1
0x0440bdd684444f1433f3d1e0208656abf9993c52,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6008,14529971523,1
0x04776ef6c70c281e13dedaf50aa8bba75fbeca31,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33300,,49401765958,9214294178
0x04776ef6c70c281e13dedaf50aa8bba75fbeca31,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16294,,2790710648,517857342
0x04776ef6c70c281e13dedaf50aa8bba75fbeca31,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16340,,3701228467,686817295
0x04776ef6c70c281e13dedaf50aa8bba75fbeca31,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33400,,19786649951,3696631447
0x04776ef6c70c281e13dedaf50aa8bba75fbeca31,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33392,,29665288856,5544997651
0x04776ef6c70c281e13dedaf50aa8bba75fbeca31,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,1211092605,224736018
0x047b22bfe547d29843c825dbcbd9e0168649d631,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,23239991844,,700000000,700000000
0x04dc1bdcb450ea6734f5001b9cecb0cd09690f4f,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,6778525253,1508824061
0x04dc1bdcb450ea6734f5001b9cecb0cd09690f4f,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6711,,117223012,117223012
0x04dc1bdcb450ea6734f5001b9cecb0cd09690f4f,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-6330,,50514959,50514959
0x04dc1bdcb450ea6734f5001b9cecb0cd09690f4f,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33160,,39451725680,9039258464
0x04dc1bdcb450ea6734f5001b9cecb0cd09690f4f,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-15356,,415914045,415914045
0x04f095a8b608527b336dcfe5cc8a5ac253007dec,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,189878183,1
0x04f095a8b608527b336dcfe5cc8a5ac253007dec,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,3080,488545699,1
0x04f095a8b608527b336dcfe5cc8a5ac253007dec,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,3655,1689713,1
0x0519064e3216cf6d6643cc65db1c39c20abe50e0,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,484523124,1
0x0519064e3216cf6d6643cc65db1c39c20abe50e0,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1062,391134913,1
0x051f77131b0ea6d149608021e06c7206317782cc,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6066,295722634,1
0x051f77131b0ea6d149608021e06c7206317782cc,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,2098586,1
0x052e8fabdce1db054590664944b16e1df4b57898,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1,17,1
0x052e8fabdce1db054590664944b16e1df4b57898,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6074,1904994,1
0x052e8fabdce1db054590664944b16e1df4b57898,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,948,387657,1
0x052e8fabdce1db054590664944b16e1df4b57898,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,1025,39,1
0x052e8fabdce1db054590664944b16e1df4b57898,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,949,1147808,1
0x055c419f4841f6a3153e64a4e174a242a4ffa6f0,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,,98263161,18234172
0x055c419f4841f6a3153e64a4e174a242a4ffa6f0,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-22132,,369243518,68518557
0x0562695929503e930de265f944b899debf93df7c,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6015,2494391034,1
0x0562695929503e930de265f944b899debf93df7c,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,5980,2088799926,1
0x0562695929503e930de265f944b899debf93df7c,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,,6033,1,4
0x0562695929503e930de265f944b899debf93df7c,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,5963,92626307950,1
0x0562695929503e930de265f944b899debf93df7c,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6033,3578989051,1
0x0562695929503e930de265f944b899debf93df7c,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,,6088,5581539117,1
0x056590f16d5b314a132bbcfb1283fec5d5c6e670,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,22285756484,,1902038262,1902038262
